Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_00349,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006139 - D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, IPR043322 - C-terminal binding protein",True
Wban_00350,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001806 - Small GTPase,True
Wban_00351,Does not have InterPro domains related to GO:0003824,False
Wban_00352,Does not have InterPro domains related to GO:0003824,False
Wban_00353,Does not have InterPro domains related to GO:0003824,False
Wban_00354,Does not have InterPro domains related to GO:0003824,False
Wban_00355,Does not have InterPro domains related to GO:0003824,False
Wban_00356,Does not have InterPro domains related to GO:0003824,False
Wban_00357,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002123 - Phospholipid/glycerol acyltransferase, IPR045252 - Lysophosphatidylcholine acyltransferase LPCAT1-like",True
Wban_00358,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain",True
Wban_00359,Does not have InterPro domains related to GO:0003824,False
Wban_00360,Does not have InterPro domains related to GO:0003824,False
Wban_00361,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004888 - Glycoside hydrolase family 63,True
Wban_00362,Does not have InterPro domains related to GO:0003824,False
Wban_00363,Does not have InterPro domains related to GO:0003824,False
Wban_00364,Does not have InterPro domains related to GO:0003824,False
Wban_00365,Does not have InterPro domains related to GO:0003824,False
Wban_00366,Does not have InterPro domains related to GO:0003824,False
Wban_00367,Does not have InterPro domains related to GO:0003824,False
Wban_00368,Does not have InterPro domains related to GO:0003824,False
Wban_00369,Does not have InterPro domains related to GO:0003824,False
Wban_00370,Does not have InterPro domains related to GO:0003824,False
Wban_00371,Does not have InterPro domains related to GO:0003824,False
Wban_00372,Does not have InterPro domains related to GO:0003824,False
Wban_00373,Does not have InterPro domains related to GO:0003824,False
Wban_00374,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR022284 - Glycerol-3-phosphate O-acyltransferase/Dihydroxyacetone phosphate acyltransferase, IPR002123 - Phospholipid/glycerol acyltransferase",True
Wban_00375,Does not have InterPro domains related to GO:0003824,False
Wban_00376,Does not have InterPro domains related to GO:0003824,False
Wban_00377,Does not have InterPro domains related to GO:0003824,False
Wban_00378,Does not have InterPro domains related to GO:0003824,False
Wban_00379,Does not have InterPro domains related to GO:0003824,False
Wban_00380,Does not have InterPro domains related to GO:0003824,False
Wban_00381,Does not have InterPro domains related to GO:0003824,False
Wban_00382,Does not have InterPro domains related to GO:0003824,False
Wban_00383,Does not have InterPro domains related to GO:0003824,False
Wban_00384,Does not have InterPro domains related to GO:0003824,False
Wban_00385,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001830 - Glycosyl transferase, family 20",True
Wban_00386,Does not have InterPro domains related to GO:0003824,False
Wban_00387,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017946 - PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily, IPR001711 - Phospholipase C, phosphatidylinositol-specific, Y domain",True
Wban_00388,Does not have InterPro domains related to GO:0003824,False
Wban_00389,Does not have InterPro domains related to GO:0003824,False
Wban_00390,Does not have InterPro domains related to GO:0003824,False
Wban_00391,Does not have InterPro domains related to GO:0003824,False
Wban_00392,Does not have InterPro domains related to GO:0003824,False
Wban_00393,Does not have InterPro domains related to GO:0003824,False
Wban_00394,Does not have InterPro domains related to GO:0003824,False
Wban_00395,Does not have InterPro domains related to GO:0003824,False
Wban_00396,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000300 - Inositol polyphosphate-related phosphatase, IPR005135 - Endonuclease/exonuclease/phosphatase",True
Wban_00397,Does not have InterPro domains related to GO:0003824,False
Wban_00398,Does not have InterPro domains related to GO:0003824,False
Wban_00399,Does not have InterPro domains related to GO:0003824,False
Wban_00400,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR047148 - 85/88 kDa calcium-independent phospholipase A2,True
Wban_00401,Does not have InterPro domains related to GO:0003824,False
Wban_00402,Does not have InterPro domains related to GO:0003824,False
Wban_00403,Does not have InterPro domains related to GO:0003824,False
Wban_00404,Does not have InterPro domains related to GO:0003824,False
Wban_00405,Does not have InterPro domains related to GO:0003824,False
Wban_00406,Does not have InterPro domains related to GO:0003824,False
Wban_00407,Does not have InterPro domains related to GO:0003824,False
Wban_00408,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011763 - Acetyl-coenzyme A carboxyltransferase, C-terminal, IPR049076 - Acetyl-CoA carboxylase, IPR013537 - Acetyl-CoA carboxylase, central domain",True
Wban_00409,Does not have InterPro domains related to GO:0003824,False
Wban_00410,Does not have InterPro domains related to GO:0003824,False
Wban_00411,Does not have InterPro domains related to GO:0003824,False
Wban_00412,Does not have InterPro domains related to GO:0003824,False
Wban_00413,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR018801 - E3 ubiquitin-protein ligase TM129,True
Wban_00414,Does not have InterPro domains related to GO:0003824,False
Wban_00415,Does not have InterPro domains related to GO:0003824,False
Wban_00416,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017782 - Hydroxyacylglutathione hydrolase,True
Wban_00417,Does not have InterPro domains related to GO:0003824,False
Wban_00418,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_00419,Does not have InterPro domains related to GO:0003824,False
Wban_00420,Does not have InterPro domains related to GO:0003824,False
Wban_00421,Does not have InterPro domains related to GO:0003824,False
Wban_00422,Does not have InterPro domains related to GO:0003824,False
Wban_00423,Does not have InterPro domains related to GO:0003824,False
Wban_00424,Does not have InterPro domains related to GO:0003824,False
Wban_00425,Does not have InterPro domains related to GO:0003824,False
Wban_00426,Does not have InterPro domains related to GO:0003824,False
Wban_00427,Does not have InterPro domains related to GO:0003824,False
Wban_00428,Does not have InterPro domains related to GO:0003824,False
Wban_00429,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036543 - Guanylate-binding protein, C-terminal domain superfamily, IPR003191 - Guanylate-binding protein/Atlastin, C-terminal, IPR015894 - Guanylate-binding protein, N-terminal",True
Wban_00430,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044612 - ADP-ribosylation factor-like protein 2/3, IPR006689 - Small GTPase superfamily, ARF/SAR type",True
Wban_00431,Does not have InterPro domains related to GO:0003824,False
Wban_00432,Does not have InterPro domains related to GO:0003824,False
Wban_00433,Does not have InterPro domains related to GO:0003824,False
Wban_00434,Does not have InterPro domains related to GO:0003824,False
Wban_00435,Does not have InterPro domains related to GO:0003824,False
Wban_00436,Does not have InterPro domains related to GO:0003824,False
Wban_00437,Does not have InterPro domains related to GO:0003824,False
Wban_00438,Does not have InterPro domains related to GO:0003824,False
Wban_00439,Does not have InterPro domains related to GO:0003824,False
Wban_00440,Does not have InterPro domains related to GO:0003824,False
Wban_00441,Does not have InterPro domains related to GO:0003824,False
Wban_00442,Does not have InterPro domains related to GO:0003824,False
Wban_00443,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR013094 - Alpha/beta hydrolase fold-3,True
Wban_00444,Does not have InterPro domains related to GO:0003824,False
Wban_00445,Does not have InterPro domains related to GO:0003824,False
Wban_00446,Does not have InterPro domains related to GO:0003824,False
Wban_00447,Does not have InterPro domains related to GO:0003824,False
Wban_00448,Does not have InterPro domains related to GO:0003824,False
Wban_00449,Does not have InterPro domains related to GO:0003824,False
Wban_00450,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007867 - Glucose-methanol-choline oxidoreductase, C-terminal, IPR000172 - Glucose-methanol-choline oxidoreductase, N-terminal",True
Wban_00451,Does not have InterPro domains related to GO:0003824,False
Wban_00452,Does not have InterPro domains related to GO:0003824,False
Wban_00453,Does not have InterPro domains related to GO:0003824,False
Wban_00454,Does not have InterPro domains related to GO:0003824,False
Wban_00455,Does not have InterPro domains related to GO:0003824,False
Wban_00456,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004821 - Cytidyltransferase-like domain, IPR005248 - Nicotinate/nicotinamide nucleotide adenylyltransferase",True
Wban_00457,Does not have InterPro domains related to GO:0003824,False
Wban_00458,Does not have InterPro domains related to GO:0003824,False
Wban_00459,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_00460,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002314 - Aminoacyl-tRNA synthetase, class II (G/ P/ S/T), IPR002317 - Serine-tRNA ligase, type1",True
Wban_00461,Does not have InterPro domains related to GO:0003824,False
Wban_00462,Does not have InterPro domains related to GO:0003824,False
Wban_00463,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014014 - RNA helicase, DEAD-box type, Q motif",True
Wban_00464,Does not have InterPro domains related to GO:0003824,False
Wban_00465,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000120 - Amidase, IPR004412 - Glutamyl-tRNA(Gln) amidotransferase A subunit",True
Wban_00466,Does not have InterPro domains related to GO:0003824,False
Wban_00467,Does not have InterPro domains related to GO:0003824,False
Wban_00468,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007369 - Peptidase A22B, signal peptide peptidase, IPR006639 - Presenilin/signal peptide peptidase",True
Wban_00469,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001404 - Heat shock protein Hsp90 family,True
Wban_00470,Does not have InterPro domains related to GO:0003824,False
Wban_00471,Does not have InterPro domains related to GO:0003824,False
Wban_00472,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR035985 - Ubiquitin-activating enzyme,True
Wban_00473,Does not have InterPro domains related to GO:0003824,False
Wban_00474,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR033979 - MINDY deubiquitinase domain, IPR007518 - MINDY deubiquitinase",True
Wban_00475,Does not have InterPro domains related to GO:0003824,False
Wban_00476,Does not have InterPro domains related to GO:0003824,False
Wban_00477,Does not have InterPro domains related to GO:0003824,False
Wban_00478,Does not have InterPro domains related to GO:0003824,False
Wban_00479,Does not have InterPro domains related to GO:0003824,False
Wban_00480,Does not have InterPro domains related to GO:0003824,False
